?ºÏûê,Í≥?Î™?,?úÏö∏,Î∂Ä???ÄÍµ??∏Ï≤ú,Í¥ëÏ£º,?Ä???∏ÏÇ∞,?∏Ï¢Ö,Í≤ΩÍ∏∞,Í∞ïÏõê,Ï∂©Î∂Å,Ï∂©ÎÇ®,?ÑÎ∂Å,?ÑÎÇ®,Í≤ΩÎ∂Å,Í≤ΩÎÇ®,?úÏ£º,Í≤Ä???ÑÏ†Å(Î™?,"30,605,187","5,942,573","1,822,869","1,338,562","1,777,328","891,280","891,766","656,135","242,400","8,270,720","899,658","959,584","1,238,468","1,026,509","1,001,462","1,403,139","1,837,675","387,441","17,618"
8/25/2020,280,135,3,5,14,4,11,-,3,72,8,2,9,4,1,1,2,3,3,,,,,,,,,,,,,,,,
8/26/2020,320,111,4,3,27,7,7,2,-,99,18,-,12,7,13,-,5,2,3,,,,,,,,,,,,,,,,
8/27/2020,441,154,8,13,59,39,3,2,-,102,14,1,15,2,13,4,8,1,3,,,,,,,,,,,,,,,,
8/28/2020,371,146,8,8,27,17,3,1,2,113,3,5,9,2,12,1,4,2,8,,,,,,,,,,,,,,,,
8/29/2020,323,125,6,6,20,16,4,-,-,104,-,6,8,-,9,1,12,1,5,,,,,,,,,,,,,,,,
8/30/2020,299,116,6,30,13,2,6,3,1,80,2,5,8,-,8,3,7,2,7,,,,,,,,,,,,,,,,
8/31/2020,248,94,4,4,14,9,7,5,1,79,3,1,9,1,5,2,1,6,3,,,,,,,,,,,,,,,,
9/1/2020,235,94,3,2,22,4,8,6,-,63,4,1,7,-,4,9,3,1,4,,,,,,,,,,,,,,,,
9/2/2020,267,101,7,13,11,10,14,5,-,84,2,1,7,-,3,4,1,1,3,,,,,,,,,,,,,,,,
9/3/2020,195,69,4,3,16,6,4,8,-,64,4,1,7,-,6,-,-,-,3,,,,,,,,,,,,,,,,
9/4/2020,198,68,4,7,5,11,4,3,-,56,3,4,21,-,1,4,3,-,4,,,,,,,,,,,,,,,,
9/5/2020,168,51,10,5,14,8,2,1,-,50,3,4,4,2,-,1,8,1,4,,,,,,,,,,,,,,,,
9/6/2020,167,63,2,5,12,7,5,1,-,47,5,2,2,1,3,2,6,-,4,,,,,,,,,,,,,,,,
9/7/2020,119,48,9,2,1,9,5,3,-,31,-,-,3,1,-,-,3,-,4,,,,,,,,,,,,,,,,
9/8/2020,136,67,1,2,2,13,4,3,1,31,-,1,-,3,1,3,-,-,4,,,,,,,,,,,,,,,,
9/9/2020,156,49,2,2,1,17,8,4,2,55,-,1,8,1,1,-,1,-,4,,,,,,,,,,,,,,,,
9/10/2020,155,48,1,1,5,5,11,4,-,50,2,3,12,1,2,3,1,2,4,,,,,,,,,,,,,,,,
9/11/2020,176,63,3,1,8,8,11,5,-,47,-,1,14,-,2,2,-,2,9,,,,,,,,,,,,,,,,
9/12/2020,136,50,4,4,8,3,7,1,-,32,3,-,6,1,1,2,3,1,10,,,,,,,,,,,,,,,,
9/13/2020,121,31,3,14,3,3,2,7,-,32,1,-,11,2,-,2,3,-,7,,,,,,,,,,,,,,,,
9/14/2020,109,41,3,4,10,3,1,1,-,30,-,-,8,1,-,1,1,-,5,,,,,,,,,,,,,,,,
9/15/2020,106,32,4,-,9,1,3,-,-,39,1,2,3,1,-,1,2,3,5,,,,,,,,,,,,,,,,
9/16/2020,113,51,4,4,9,2,1,-,-,26,-,2,2,5,-,2,3,-,2,,,,,,,,,,,,,,,,
9/17/2020,153,64,2,2,7,1,1,-,-,54,-,-,10,-,1,6,3,-,2,,,,,,,,,,,,,,,,
9/18/2020,126,46,2,2,6,-,3,-,-,37,-,3,6,8,-,5,4,2,2,,,,,,,,,,,,,,,,
9/19/2020,110,40,2,2,11,-,2,-,-,41,-,1,4,1,-,4,1,-,1,,,,,,,,,,,,,,,,
9/20/2020,82,28,6,2,3,-,2,1,-,26,-,1,1,-,-,5,1,-,6,,,,,,,,,,,,,,,,
9/21/2020,70,23,8,1,2,1,2,-,-,18,-,2,-,-,-,1,2,-,10,,,,,,,,,,,,,,,,
9/22/2020,61,21,5,-,2,-,-,1,1,20,2,2,-,-,-,4,1,-,2,,,,,,,,,,,,,,,,
9/23/2020,110,40,7,3,5,2,-,2,-,30,1,2,5,1,-,6,-,-,6,,,,,,,,,,,,,,,,
9/24/2020,125,39,7,1,10,-,1,-,3,48,2,2,1,1,1,2,1,1,5,,,,,,,,,,,,,,,,
9/25/2020,114,57,3,-,3,2,-,-,1,27,1,3,1,3,-,6,1,-,6,,,,,,,,,,,,,,,,
9/26/2020,61,26,2,1,1,-,1,-,-,14,-,-,-,3,-,3,1,-,9,,,,,,,,,,,,,,,,
9/27/2020,95,34,3,-,9,2,-,-,1,21,-,2,2,2,1,6,1,-,11,,,,,,,,,,,,,,,,
9/28/2020,50,19,1,-,1,-,-,1,-,14,1,1,-,-,-,4,1,-,7,,,,,,,,,,,,,,,,
9/29/2020,38,11,3,-,-,-,-,-,-,10,-,1,2,-,-,2,-,-,9,,,,,,,,,,,,,,,,
9/30/2020,113,51,5,2,4,3,2,1,-,26,-,-,5,3,-,6,-,-,5,,,,,,,,,,,,,,,,
10/1/2020,77,30,6,1,3,-,-,-,-,21,-,1,3,-,1,5,-,-,6,,,,,,,,,,,,,,,,
10/2/2020,63,11,18,-,4,-,-,-,-,19,-,-,1,-,-,4,-,-,6,,,,,,,,,,,,,,,,
10/3/2020,75,26,8,-,7,-,2,-,-,10,-,1,1,1,3,2,-,-,14,,,,,,,,,,,,,,,,
10/4/2020,64,16,5,2,6,1,2,1,-,16,-,2,-,-,-,4,-,-,9,,,,,,,,,,,,,,,,
10/5/2020,73,19,5,1,5,-,1,4,1,27,-,1,2,3,-,1,1,-,2,,,,,,,,,,,,,,,,
10/6/2020,75,15,3,-,4,-,3,1,-,35,-,-,-,9,-,-,-,-,5,,,,,,,,,,,,,,,,
10/7/2020,114,33,2,1,6,-,2,1,1,53,-,-,-,8,-,-,-,-,7,,,,,,,,,,,,,,,,
10/8/2020,69,20,5,-,5,-,7,-,-,24,-,1,-,-,-,1,3,-,3,,,,,,,,,,,,,,,,
10/9/2020,54,22,5,1,-,-,5,-,-,12,-,1,-,-,1,-,1,-,6,,,,,,,,,,,,,,,,
10/10/2020,72,25,3,1,8,-,1,-,-,24,-,-,3,-,2,-,-,-,5,,,,,,,,,,,,,,,,
10/11/2020,58,23,3,1,1,-,2,1,-,21,2,-,1,-,-,-,-,-,3,,,,,,,,,,,,,,,,
10/12/2020,98,31,4,-,3,1,13,-,-,30,1,-,2,2,-,1,1,-,9,,,,,,,,,,,,,,,,
10/13/2020,91,20,1,1,-,2,10,-,-,38,4,1,2,1,-,1,-,-,10,,,,,,,,,,,,,,,,
10/14/2020,84,23,2,-,8,-,4,1,-,31,-,-,1,-,-,-,-,-,14,,,,,,,,,,,,,,,,
10/15/2020,110,25,55,-,11,-,1,-,-,8,1,1,-,1,-,1,-,-,6,,,,,,,,,,,,,,,,
10/16/2020,47,18,-,-,4,-,2,-,-,17,-,-,1,2,-,-,-,-,3,,,,,,,,,,,,,,,,
10/17/2020,73,18,6,1,2,1,-,-,-,32,3,-,2,-,1,-,2,-,5,,,,,,,,,,,,,,,,
10/18/2020,91,20,4,-,1,-,1,-,-,50,2,-,-,-,-,-,-,-,13,,,,,,,,,,,,,,,,
10/19/2020,76,14,15,-,5,2,2,-,-,18,1,1,2,1,-,2,1,-,12,,,,,,,,,,,,,,,,
10/20/2020,58,11,2,-,3,-,1,-,-,28,3,2,2,-,-,2,1,-,3,,,,,,,,,,,,,,,,
10/21/2020,89,17,10,-,6,1,4,1,-,24,2,1,-,-,1,2,-,-,20,,,,,,,,,,,,,,,,
10/22/2020,121,18,5,2,4,-,-,-,-,67,2,-,11,2,-,1,-,-,9,,,,,,,,,,,,,,,,
10/23/2020,155,20,-,5,5,6,-,-,-,103,1,-,4,2,1,-,-,-,8,,,,,,,,,,,,,,,,
10/24/2020,77,22,-,-,2,-,5,-,-,35,-,-,5,-,2,-,-,-,6,,,,,,,,,,,,,,,,
10/25/2020,61,17,1,1,-,-,1,1,-,27,-,-,2,-,-,-,2,-,9,,,,,,,,,,,,,,,,
10/26/2020,119,20,-,-,3,-,1,1,1,67,-,2,1,-,-,3,3,-,17,,,,,,,,,,,,,,,,
10/27/2020,88,24,1,-,2,-,5,-,-,35,6,1,1,-,3,-,5,-,5,,,,,,,,,,,,,,,,
10/28/2020,103,25,-,2,10,-,7,-,-,31,14,-,1,3,-,5,3,-,2,,,,,,,,,,,,,,,,
10/29/2020,125,36,-,3,5,2,-,2,-,58,7,-,1,1,-,1,-,-,9,,,,,,,,,,,,,,,,
10/30/2020,113,47,-,10,3,-,-,2,-,32,6,2,3,2,1,-,1,-,4,,,,,,,,,,,,,,,,
10/31/2020,127,52,2,9,3,-,-,-,3,27,-,-,5,-,-,-,1,-,25,,,,,,,,,,,,,,,,
11/1/2020,124,45,-,2,4,3,-,-,-,38,3,1,9,-,3,-,2,-,14,,,,,,,,,,,,,,,,
11/2/2020,97,25,-,3,2,-,-,1,-,41,1,2,11,-,2,1,1,-,7,,,,,,,,,,,,,,,,
11/3/2020,75,22,1,-,1,2,-,-,-,27,1,1,7,-,-,-,1,-,12,,,,,,,,,,,,,,,,
11/4/2020,117,42,1,2,4,-,1,1,-,43,-,-,10,-,-,2,-,1,10,,,,,,,,,,,,,,,,
11/5/2020,125,50,4,2,5,-,-,-,-,27,1,2,23,-,-,-,5,-,6,,,,,,,,,,,,,,,,
11/6/2020,145,40,-,-,-,-,-,-,-,47,7,-,25,1,-,1,13,-,11,,,,,,,,,,,,,,,,
11/7/2020,89,37,2,1,1,-,1,-,-,21,4,-,9,-,-,-,5,-,8,,,,,,,,,,,,,,,,
11/8/2020,143,54,-,7,3,2,1,1,-,25,9,2,9,-,4,2,10,-,14,,,,,,,,,,,,,,,,
11/9/2020,126,46,2,6,2,1,-,-,-,22,11,4,10,4,2,1,4,-,11,,,,,,,,,,,,,,,,
11/10/2020,100,35,1,1,3,5,-,-,-,33,3,2,4,-,2,1,2,-,8,,,,,,,,,,,,,,,,
11/11/2020,145,45,3,-,1,4,1,-,-,53,9,2,7,1,1,-,11,-,7,,,,,,,,,,,,,,,,
11/12/2020,143,53,2,3,2,6,2,1,-,35,6,1,9,-,8,1,4,1,9,,,,,,,,,,,,,,,,
11/13/2020,191,74,-,1,4,5,-,-,1,47,23,1,8,-,9,-,3,1,14,,,,,,,,,,,,,,,,
11/14/2020,205,69,4,-,1,8,2,-,1,49,18,-,11,4,13,-,4,-,21,,,,,,,,,,,,,,,,
11/15/2020,208,85,-,1,2,9,-,-,-,45,19,8,5,2,9,2,3,-,18,,,,,,,,,,,,,,,,
11/16/2020,222,80,-,-,10,4,3,-,1,42,20,3,6,1,10,14,4,1,23,,,,,,,,,,,,,,,,
11/17/2020,230,90,-,3,13,18,1,-,1,52,13,-,9,-,16,3,3,-,8,,,,,,,,,,,,,,,,
11/18/2020,285,92,5,2,12,9,1,3,-,87,5,-,7,-,15,16,9,-,22,,,,,,,,,,,,,,,,
11/19/2020,325,109,5,2,12,8,1,-,-,64,20,4,13,2,28,8,28,-,21,,,,,,,,,,,,,,,,
11/20/2020,348,132,2,1,30,4,-,-,-,73,24,2,15,13,14,10,18,2,8,,,,,,,,,,,,,,,,
11/21/2020,386,156,7,1,22,7,1,1,-,93,15,1,21,14,19,8,11,-,9,,,,,,,,,,,,,,,,
11/22/2020,330,121,1,1,27,8,-,1,-,75,13,-,13,12,13,6,19,-,20,,,,,,,,,,,,,,,,
11/23/2020,271,112,5,2,23,1,3,1,1,76,12,-,9,9,5,4,2,1,5,,,,,,,,,,,,,,,,
11/24/2020,349,133,6,3,17,3,-,2,2,81,46,3,8,15,7,9,3,1,10,,,,,,,,,,,,,,,,
11/25/2020,382,142,18,5,40,14,4,3,-,82,13,3,18,8,8,3,11,3,7,,,,,,,,,,,,,,,,
11/26/2020,581,212,22,1,18,14,1,7,4,183,8,8,16,16,9,2,45,3,12,,,,,,,,,,,,,,,,
11/27/2020,555,204,24,-,25,13,5,7,3,117,9,20,31,24,11,3,39,3,17,,,,,,,,,,,,,,,,
11/28/2020,503,178,28,1,25,16,13,3,-,125,33,24,17,9,7,5,14,2,3,,,,,,,,,,,,,,,,
11/29/2020,450,158,22,3,21,8,6,-,3,94,19,22,13,17,20,11,15,1,17,,,,,,,,,,,,,,,,
11/30/2020,438,159,52,4,34,13,5,3,1,77,8,22,5,16,4,4,20,1,10,,,,,,,,,,,,,,,,
12/1/2020,451,155,31,11,16,22,10,3,2,96,9,32,16,9,2,11,11,1,14,,,,,,,,,,,,,,,,
12/2/2020,511,193,32,4,23,10,5,10,7,144,12,16,8,26,1,5,7,2,6,,,,,,,,,,,,,,,,
12/3/2020,540,262,15,3,22,3,7,2,4,141,8,10,14,9,2,11,13,1,13,,,,,,,,,,,,,,,,
12/4/2020,628,295,31,6,17,1,21,5,-,160,3,5,23,14,3,9,16,2,17,,,,,,,,,,,,,,,,
12/5/2020,577,235,29,7,19,6,10,1,4,157,9,18,10,17,4,17,27,1,6,,,,,,,,,,,,,,,,
12/6/2020,631,254,34,3,42,5,3,3,3,184,12,14,15,12,8,11,16,-,12,,,,,,,,,,,,,,,,
12/7/2020,615,244,35,5,40,5,2,38,-,156,9,11,10,22,3,9,16,-,10,,,,,,,,,,,,,,,,
12/8/2020,587,211,26,4,25,11,11,61,1,157,8,10,15,13,7,5,13,2,7,,,,,,,,,,,,,,,,
12/9/2020,670,262,19,2,46,9,10,14,1,219,5,23,4,12,2,4,29,-,9,,,,,,,,,,,,,,,,
12/10/2020,680,250,31,3,37,5,9,16,1,215,15,12,20,8,5,8,16,13,16,,,,,,,,,,,,,,,,
12/11/2020,689,252,26,6,37,3,10,47,-,229,11,20,10,7,4,3,12,5,7,,,,,,,,,,,,,,,,
12/12/2020,950,362,59,35,42,9,18,23,1,272,36,21,10,6,8,19,17,-,12,,,,,,,,,,,,,,,,
12/13/2020,"1,030",399,57,28,62,15,13,8,-,331,18,15,10,9,6,18,24,3,14,,,,,,,,,,,,,,,,
12/14/2020,718,219,21,16,36,22,2,5,3,226,14,21,55,8,1,16,28,8,17,,,,,,,,,,,,,,,,
12/15/2020,880,251,41,19,55,5,32,49,1,288,13,25,37,15,1,15,16,9,8,,,,,,,,,,,,,,,,
12/16/2020,"1,078",378,41,27,67,2,15,6,-,329,8,23,35,75,4,28,19,15,6,,,,,,,,,,,,,,,,
12/17/2020,"1,014",423,44,21,80,10,11,10,-,291,9,19,19,19,-,9,30,12,7,,,,,,,,,,,,,,,,
12/18/2020,"1,064",398,39,20,65,4,5,31,-,303,18,31,18,16,5,31,44,27,9,,,,,,,,,,,,,,,,
12/19/2020,"1,045",380,39,20,46,9,5,9,-,274,27,103,24,15,5,29,32,24,4,,,,,,,,,,,,,,,,
12/20/2020,"1,096",472,33,25,62,14,3,6,1,249,55,14,20,29,4,25,51,24,9,,,,,,,,,,,,,,,,
12/21/2020,924,327,20,21,88,13,3,17,-,244,25,33,16,13,9,48,15,23,9,,,,,,,,,,,,,,,,
12/22/2020,866,316,26,39,45,26,9,6,1,204,23,31,17,4,5,59,18,19,18,,,,,,,,,,,,,,,,
12/23/2020,"1,090",375,32,24,49,36,35,18,1,309,13,58,11,21,12,25,29,33,9,,,,,,,,,,,,,,,,
12/24/2020,985,319,44,26,53,15,11,9,2,285,21,47,31,12,2,50,21,26,11,,,,,,,,,,,,,,,,
12/25/2020,"1,240",552,22,23,55,36,13,12,1,263,14,42,80,14,5,67,15,20,6,,,,,,,,,,,,,,,,
12/26/2020,"1,131",465,27,13,55,28,11,8,1,255,36,38,61,37,6,34,22,24,10,,,,,,,,,,,,,,,,
12/27/2020,970,362,40,21,61,17,8,1,6,241,23,24,58,8,5,34,44,7,10,,,,,,,,,,,,,,,,
12/28/2020,806,299,34,24,46,12,3,2,2,193,27,31,35,1,7,46,25,11,8,,,,,,,,,,,,,,,,
12/29/2020,"1,044",521,17,29,32,15,30,4,4,256,21,22,27,8,4,28,16,5,5,,,,,,,,,,,,,,,,
12/30/2020,"1,050",387,39,51,48,9,19,16,2,277,17,45,27,32,1,23,36,10,11,,,,,,,,,,,,,,,,
12/31/2020,967,366,74,33,59,8,7,35,-,225,36,22,18,12,5,23,22,9,13,,,,,,,,,,,,,,,,
1/1/2021,"1,027",357,57,43,65,17,11,43,1,284,30,22,15,8,6,24,35,5,4,,,,,,,,,,,,,,,,
1/2/2021,820,250,26,29,71,13,4,17,3,227,31,36,7,11,11,20,37,13,14,,,,,,,,,,,,,,,,
1/3/2021,657,198,19,22,48,26,8,7,1,204,33,27,9,5,12,14,12,4,8,,,,,,,,,,,,,,,,
1/4/2021,"1,020",329,37,29,103,74,6,5,0,268,28,23,23,13,3,25,33,10,11,,,,,,,,,,,,,,,,
1/5/2021,714,199,15,32,49,23,8,4,0,230,27,32,18,5,4,24,21,8,15,,,,,,,,,,,,,,,,
1/6/2021,838,263,38,21,38,30,9,2,1,284,16,21,24,22,1,28,29,5,6,,,,,,,,,,,,,,,,
1/7/2021,869,297,23,10,41,28,9,9,3,303,30,14,20,2,1,36,20,9,14,,,,,,,,,,,,,,,,
1/8/2021,674,191,24,18,30,21,8,10,0,258,11,10,21,8,0,30,22,6,6,,,,,,,,,,,,,,,,
1/9/2021,641,188,17,13,49,6,5,8,0,211,6,30,27,14,5,21,26,5,10,,,,,,,,,,,,,,,,
1/10/2021,657,187,34,27,33,21,4,34,0,192,20,9,30,6,4,19,19,4,14,,,,,,,,,,,,,,,,
1/11/2021,451,141,19,11,22,24,1,14,0,147,11,10,11,7,3,4,13,2,11,,,,,,,,,,,,,,,,
1/12/2021,537,167,21,18,21,7,7,7,1,175,7,16,3,12,2,8,55,2,8,,,,,,,,,,,,,,,,
1/13/2021,561,152,35,13,22,4,9,11,0,201,21,11,5,8,0,23,42,1,3,,,,,,,,,,,,,,,,
1/14/2021,524,134,40,11,25,31,3,10,2,171,11,18,12,3,6,18,16,2,11,,,,,,,,,,,,,,,,
1/15/2021,512,127,47,11,24,6,3,6,4,186,13,9,6,6,13,23,22,1,5,,,,,,,,,,,,,,,,
1/16/2021,580,156,61,23,33,6,5,8,1,168,23,6,8,17,13,20,20,4,8,,,,,,,,,,,,,,,,
1/17/2021,520,145,34,15,35,15,3,18,1,175,4,7,7,5,15,15,18,0,8,,,,,,,,,,,,,,,,
1/18/2021,389,132,10,13,13,11,2,6,2,105,16,9,11,3,4,18,22,2,10,,,,,,,,,,,,,,,,
1/19/2021,386,101,17,16,19,8,7,8,3,139,17,5,8,3,6,9,11,1,8,,,,,,,,,,,,,,,,
1/20/2021,404,143,13,12,16,11,1,3,0,139,11,3,8,2,9,7,19,6,1,,,,,,,,,,,,,,,,
1/21/2021,400,125,19,7,23,6,0,3,1,138,8,7,10,5,14,8,16,5,5,,,,,,,,,,,,,,,,
1/22/2021,346,115,23,6,9,2,1,3,0,116,9,1,7,0,7,15,21,2,9,,,,,,,,,,,,,,,,
1/23/2021,431,127,33,22,12,7,1,2,1,117,6,4,17,7,10,18,32,3,12,,,,,,,,,,,,,,,,
1/24/2021,392,133,20,12,25,17,0,2,11,99,11,12,9,4,1,8,17,2,9,,,,,,,,,,,,,,,,
1/25/2021,437,101,20,15,14,16,125,2,2,77,4,8,13,0,3,15,11,0,11,,,,,,,,,,,,,,,,
1/26/2021,349,104,27,13,18,12,4,0,2,77,43,7,6,1,9,8,12,0,6,,,,,,,,,,,,,,,,
1/27/2021,559,129,32,6,20,112,1,6,4,150,18,8,4,13,12,11,21,0,12,,,,,,,,,,,,,,,,
1/28/2021,497,105,54,11,41,44,4,6,1,118,6,25,4,1,8,43,19,0,7,,,,,,,,,,,,,,,,
1/29/2021,469,112,34,10,19,54,1,2,0,135,8,9,6,6,5,43,15,1,9,,,,,,,,,,,,,,,,
1/30/2021,456,152,20,8,15,33,2,2,0,146,3,11,9,3,1,22,12,2,15,,,,,,,,,,,,,,,,
1/31/2021,354,100,20,10,21,17,0,6,2,113,6,1,5,2,1,16,18,1,15,,,,,,,,,,,,,,,,
2/1/2021,305,107,15,9,11,32,1,1,0,92,8,6,4,3,1,5,4,0,6,,,,,,,,,,,,,,,,
2/2/2021,336,128,12,12,8,24,0,1,0,82,7,18,5,2,3,10,11,1,12,,,,,,,,,,,,,,,,
2/3/2021,467,188,19,9,21,6,7,0,1,111,6,9,36,10,6,12,8,1,17,,,,,,,,,,,,,,,,
2/4/2021,451,172,26,8,44,12,2,2,0,134,8,4,13,1,2,6,8,3,6,,,,,,,,,,,,,,,,
2/5/2021,370,126,33,14,26,14,0,0,0,114,5,3,13,0,0,7,6,2,7,,,,,,,,,,,,,,,,
2/6/2021,390,143,14,18,25,12,8,2,0,111,1,2,13,4,1,7,12,6,11,,,,,,,,,,,,,,,,
2/7/2021,371,144,9,12,17,10,6,1,1,112,6,1,14,0,4,1,4,2,27,,,,,,,,,,,,,,,,
2/8/2021,288,112,9,21,18,7,4,1,1,83,4,0,10,0,0,6,4,0,8,,,,,,,,,,,,,,,,
2/9/2021,303,90,9,9,16,8,2,3,1,126,3,3,5,3,0,5,7,2,11,,,,,,,,,,,,,,,,
2/10/2021,444,175,19,16,20,14,0,0,1,169,5,2,2,2,2,2,9,0,6,,,,,,,,,,,,,,,,
2/11/2021,504,183,29,13,25,13,3,2,0,188,11,4,1,7,0,1,5,4,15,,,,,,,,,,,,,,,,
2/12/2021,403,158,27,12,43,6,1,0,2,105,6,6,13,2,4,4,4,4,6,,,,,,,,,,,,,,,,
2/13/2021,362,136,27,14,30,3,5,2,5,99,2,5,15,5,0,5,4,0,5,,,,,,,,,,,,,,,,
2/14/2021,326,152,15,3,19,2,2,3,2,80,5,5,12,6,2,5,6,0,7,,,,,,,,,,,,,,,,
2/15/2021,343,150,15,13,12,3,8,4,0,102,1,0,9,4,5,8,3,0,6,,,,,,,,,,,,,,,,
2/16/2021,457,161,19,12,21,2,4,7,0,134,5,7,58,5,2,3,8,1,8,,,,,,,,,,,,,,,,
2/17/2021,621,258,19,14,21,3,7,9,2,154,3,6,75,6,15,15,8,0,6,,,,,,,,,,,,,,,,
2/18/2021,621,185,28,9,17,16,12,6,1,241,4,17,28,6,4,23,7,5,12,,,,,,,,,,,,,,,,
2/19/2021,561,180,16,11,38,4,4,12,1,189,7,18,24,3,10,22,9,3,10,,,,,,,,,,,,,,,,
2/20/2021,448,123,14,9,37,5,2,1,0,170,5,16,12,8,10,19,8,2,7,,,,,,,,,,,,,,,,
2/21/2021,416,130,12,8,21,6,0,4,1,171,6,6,10,8,8,7,7,3,8,,,,,,,,,,,,,,,,
2/22/2021,332,106,12,4,19,5,3,1,0,121,20,7,6,4,3,11,6,0,4,,,,,,,,,,,,,,,,
2/23/2021,356,125,12,10,14,7,1,2,1,127,14,4,8,7,6,8,5,0,5,,,,,,,,,,,,,,,,
2/24/2021,440,144,13,19,18,35,2,1,2,143,9,1,12,8,1,18,8,2,4,,,,,,,,,,,,,,,,
2/25/2021,395,122,18,14,22,15,0,2,0,138,2,4,16,5,11,9,2,5,10,,,,,,,,,,,,,,,,
2/26/2021,387,131,11,10,15,11,6,1,1,141,6,10,3,16,5,6,6,0,8,,,,,,,,,,,,,,,,
2/27/2021,415,131,9,6,27,12,2,3,1,169,6,8,4,20,5,7,1,1,3,,,,,,,,,,,,,,,,
2/28/2021,355,120,5,6,13,14,1,5,6,141,4,10,7,7,0,4,2,1,9,,,,,,,,,,,,,,,,
3/1/2021,355,92,16,10,14,8,0,2,1,160,5,8,4,10,2,13,5,0,5,,,,,,,,,,,,,,,,
3/2/2021,344,122,17,14,11,4,1,0,5,116,2,6,4,9,7,7,5,5,9,,,,,,,,,,,,,,,,
3/3/2021,444,119,8,6,20,3,2,1,4,227,6,19,4,5,3,6,5,4,2,,,,,,,,,,,,,,,,
3/4/2021,424,118,18,20,18,6,3,0,0,186,6,12,4,6,1,7,10,3,6,,,,,,,,,,,,,,,,
3/5/2021,398,129,20,3,13,6,0,3,1,173,4,19,9,3,0,6,3,2,4,,,,,,,,,,,,,,,,
3/6/2021,418,128,12,4,20,3,0,4,2,173,7,22,7,4,3,13,5,5,6,,,,,,,,,,,,,,,,
3/7/2021,416,132,6,8,28,4,1,2,2,172,10,9,6,5,6,13,3,4,5,,,,,,,,,,,,,,,,
3/8/2021,346,100,12,6,15,15,0,3,1,128,10,20,14,4,6,3,1,3,5,,,,,,,,,,,,,,,,
3/9/2021,446,102,19,3,20,33,1,11,0,188,13,21,15,8,3,2,1,2,4,,,,,,,,,,,,,,,,
3/10/2021,470,138,7,1,23,1,3,21,0,203,20,21,6,5,3,4,7,2,5,,,,,,,,,,,,,,,,
3/11/2021,465,138,14,4,18,1,1,23,0,184,30,6,4,8,3,11,8,2,10,,,,,,,,,,,,,,,,
3/12/2021,488,140,15,4,31,2,0,5,2,166,12,27,3,4,4,9,56,2,6,,,,,,,,,,,,,,,,
3/13/2021,490,140,17,9,26,3,1,1,0,164,18,16,9,2,1,14,62,1,6,,,,,,,,,,,,,,,,
3/14/2021,459,112,13,6,20,1,0,1,0,203,16,7,2,7,2,9,53,1,6,,,,,,,,,,,,,,,,
3/15/2021,379,109,4,5,18,1,2,2,2,161,10,9,6,5,1,3,31,3,7,,,,,,,,,,,,,,,,
3/16/2021,363,79,7,3,14,2,1,3,0,148,13,3,4,7,1,4,65,2,7,,,,,,,,,,,,,,,,
3/17/2021,469,120,11,14,21,1,1,4,3,186,10,12,6,21,0,4,45,1,9,,,,,,,,,,,,,,,,
3/18/2021,445,124,7,14,21,1,2,5,1,159,23,8,14,15,0,5,35,2,9,,,,,,,,,,,,,,,,
3/19/2021,463,146,7,5,24,2,7,3,0,157,31,8,5,15,0,4,42,0,7,,,,,,,,,,,,,,,,
3/20/2021,447,115,9,16,12,1,8,3,0,189,17,8,6,16,0,11,31,1,4,,,,,,,,,,,,,,,,
3/21/2021,456,125,19,14,22,2,1,7,0,157,14,10,5,11,0,5,54,1,9,,,,,,,,,,,,,,,,
3/22/2021,415,109,26,14,10,2,0,1,0,151,21,5,11,7,2,11,37,1,7,,,,,,,,,,,,,,,,
3/23/2021,346,97,8,3,13,1,4,8,0,124,9,6,8,7,1,20,29,0,8,,,,,,,,,,,,,,,,
3/24/2021,428,137,17,17,21,2,2,2,0,154,18,6,0,5,0,12,27,0,8,,,,,,,,,,,,,,,,
3/25/2021,430,127,20,17,12,5,3,0,0,147,27,17,4,5,1,10,30,0,5,,,,,,,,,,,,,,,,
3/26/2021,489,121,11,14,29,3,14,0,0,196,24,13,3,3,2,13,37,3,3,,,,,,,,,,,,,,,,
3/27/2021,505,127,33,23,39,5,10,5,1,145,36,39,2,5,0,11,19,2,3,,,,,,,,,,,,,,,,
3/28/2021,481,138,56,10,33,2,8,4,0,153,19,16,8,5,1,6,13,0,9,,,,,,,,,,,,,,,,
3/29/2021,382,107,53,10,18,2,2,3,0,131,6,12,1,8,1,3,20,1,4,,,,,,,,,,,,,,,,
3/30/2021,447,145,43,12,18,1,11,3,2,117,13,28,5,25,0,5,16,0,3,,,,,,,,,,,,,,,,
3/31/2021,506,158,58,15,25,2,7,11,17,111,16,21,8,20,0,6,22,2,7,,,,,,,,,,,,,,,,
4/1/2021,551,199,54,7,20,3,10,5,13,130,20,20,15,22,1,7,21,2,2,,,,,,,,,,,,,,,,
4/2/2021,557,166,38,17,23,1,19,7,8,160,10,19,10,15,1,30,18,4,11,,,,,,,,,,,,,,,,
4/3/2021,543,155,61,10,21,3,19,3,10,147,17,11,10,20,1,17,28,1,9,,,,,,,,,,,,,,,,
4/4/2021,543,149,61,15,22,4,29,11,3,150,6,14,12,24,1,16,14,2,10,,,,,,,,,,,,,,,,
